the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,latitude,longitude,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
0101000020E61000007840C0DED27D52C004418A7A8C4F4440,0101000020110F0000582F0F3DE0685FC1861B9A237FE85241,P.S. 099 ISAAC ASIMOV,1120,EAST 10 STREET,1120 EAST 10 STREET,BROOKLYN,11230,K-8 SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,688,seats,BROOKLYN,3171478,3065350011,40.6214828094,-73.9659969212,993689.505753,165701.158594,312,BK46,BK1204,44,045400,045400,3,21,66,doe_lcgms,9122c7834fbcdcb443c9094880d534ca
0101000020E6100000E37EDCDADE7052C0061A001C3D584440,0101000020110F000087522CA7DF525FC19787EF9D39F25241,RIVERTON STREET CHARTER SCHOOL,118-34,RIVERTON STREET,118-34 RIVERTON STREET,SAINT ALBANS,11412,K-8 SCHOOL - CHARTER,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Riverton Street Charter School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,seats,QUEENS,4268946,4124490004,40.6893731697,-73.7636033552,1049808.62618,190522.132078,412,QN08,QN1205,27,036600,036600,4,29,113,doe_lcgms,a4b72e61bc33d9298d97d920da1f2ecc
0101000020E61000005D6B0B5D657C52C06F7665776D4E4440,0101000020110F0000CE4B7F6373665FC1590F45033EE75241,YESHIVA OHR YISRAEL,2940,AVENUE P,2940 AVENUE P,BROOKLYN,11229,MIDDLE SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Yeshiva Ohr Yisrael,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3212025,3077010043,40.6127238879,-73.9436881572,999884.634091,162513.246911,318,BK45,BK1802,46,064400,064400,3,22,63,nysed_activeinstitutions,9141b3053b1e66d7d2b9e641c1856635
0101000020E6100000957255717B8B52C0A120DE5C7B4D4440,0101000020110F0000BE51D78413805FC1FA8F682A2FE65241,DIST 31 Z027 PRESCHOOL SPECIAL ED,1,TELEPORT DRIVE,1 TELEPORT DRIVE,STATEN ISLAND,10314,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Nycdoe,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,STATEN ISLAND,5146615,5021650170,40.6053354623,-74.1794108421,934432.210101,159867.443163,502,SI05,SI0204,50,029103,029105,5,31,121,nysed_activeinstitutions,9150b5f7b3758b63f4b1fd07924b0fc1
0101000020E61000009DE6526C207D52C090F12EAE08594440,0101000020110F00008A1EDC20B1675FC1883646A41DF35241,YESHIVA OF KASHO,101,SPENCER STREET,101 SPENCER STREET,BROOKLYN,11205,HIGH SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Yeshiva Of Kasho,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3048457,3017350048,40.6955856599,-73.9551053834,996699.240161,192700.254194,303,BK75,BK0301,33,123700,123700,3,13,79,nysed_activeinstitutions,917293fd661c2d0cfa2e30a0efc1b42d
0101000020E6100000BE5FCF06F37B52C0D00AF871F74B4440,0101000020110F00000BF60E2DB1655FC1AF8E62417DE45241,PROFESSIONAL PATHWAYS HIGH SCHOOL,3000,AVENUE X,3000 AVENUE X,BROOKLYN,11235,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,425,seats,BROOKLYN,3203631,3074250002,40.5934971634,-73.9367095865,1001827.25174,155509.780995,315,BK17,BK1503,48,062600,062600,3,22,61,doe_lcgms,918b00da9a5b62a2394627d95c9a66dc
0101000020E6100000DF833128567452C02F37FE9B645D4440,0101000020110F0000BDE22BD3C2585FC1DA9F8DFFFFF75241,P.S. 165 EDITH K. BERGTRAUM,70-35,150 STREET,70-35 150 STREET,FLUSHING,11367,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,713,seats,QUEENS,4144881,4066970012,40.72964112,-73.8177599962,1034759.15578,205157.041888,408,QN37,QN0801,24,077906,077906,4,25,107,doe_lcgms,91a0e2078b22d130470da0b98f345629
0101000020E610000011BDE216647F52C0615B2FF4765C4440,0101000020110F0000F6B5F4BF896B5FC17C0C1BA9F5F65241,CASCADES HIGH SCHOOL,198,FORSYTH STREET,198 FORSYTH STREET,NEW YORK,10002,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,364,seats,MANHATTAN,1005626,1004220072,40.722388442,-73.9904854159,986887.32579,202462.269327,103,MN27,MN0302,1,003601,003601,1,01,5,doe_lcgms,91a59e71f17b1d629c8c62f9d5054275
0101000020E61000006B146921707D52C0D58FBBF61D5B4440,0101000020110F000081ECF38438685FC14D36021673F55241,SUCCESS ACADEMY CS-WILLIAMSBURG,183,SOUTH 3 STREET,183 SOUTH 3 STREET,BROOKLYN,11211,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3063128,3024190001,40.7118601805,-73.9599703365,995347.483253,198628.894359,301,BK73,BK0102,34,052300,052300,3,14,90,nysed_activeinstitutions,91aa247c85e0993644508122b197d929
0101000020E6100000682DA18BE27A52C0B2DC94D493674440,0101000020110F00008975DD56E2635FC1B21ACFC96B035341,P.S. 179,468,EAST 140 STREET,468 EAST 140 STREET,BRONX,10454,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,430,seats,BRONX,2000308,2022840034,40.8092072037,-73.9200786622,1006374.35039,234103.166567,201,BX39,BX0101,8,003900,003900,2,07,40,doe_lcgms,91f73c02234149a9ac153307142962eb
0101000020E6100000F93CBAB86E7952C0DF04A1275F694440,0101000020110F0000E15455C26A615FC13DAE393F6F055341,PHAROS ACADEMY CHARTER SCHOOL,1001,INTERVALE AVENUE,1001 INTERVALE AVENUE,BRONX,10459,K-12 ALL GRADES SCHOOL - CHARTER,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Pharos Academy Charter School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,seats,BRONX,2005384,2026990045,40.8232246756,-73.8973843302,1012650.75942,239216.777277,202,BX33,BX0202,17,012901,012901,2,12,41,doe_lcgms,a5f7ff701a0170bb5b5bfc42cb29cbba
0101000020E61000004B4F6856117952C0943A673ED06C4440,0101000020110F000013080B23CC605FC11D9CBA514C095341,P.S. 3 RAUL JULIA MICRO SOCIETY,2100,LAFONTAINE AVENUE,2100 LAFONTAINE AVENUE,BRONX,10457,K-8 SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,418,seats,BRONX,2099356,2030620043,40.8501133831,-73.8916846187,1014216.14421,249015.224509,206,BX17,BX0602,15,037504,037504,2,10,48,doe_lcgms,922105c5c6345f5e96a389ee60d3581a
0101000020E610000016FEC1D69A7652C0897661EF506B4440,0101000020110F0000EF6BE82B9D5C5FC13717F7FB9D075341,LINDEN TREE ELEMENTARY SCHOOL,1560,PURDY STREET,1560 PURDY STREET,BRONX,10462,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,306,seats,BRONX,2041247,2039480055,40.8384157289,-73.8532020241,1024869.73411,244768.837914,209,BX46,BX0904,18,022200,022200,2,11,43,doe_lcgms,923c815e37653638d138e7942e8ef257
0101000020E6100000A13807BF688552C0E3D3ACED264F4440,0101000020110F0000F1EADFB5C2755FC164918A830DE85241,THE YOUNG WOMEN’S LEADERSHIP SCHOOL OF STATEN ISLAND,45,WAVERLY PLACE,45 WAVERLY PLACE,STATEN ISLAND,10304,SECONDARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,seats,STATEN ISLAND,5170701,5006350001,40.6183837361,-74.0845196688,960785.62951,164581.572447,501,SI37,SI0102,49,002900,002900,5,31,120,doe_lcgms,a67e474d6738fe9406a61320da8abd09
0101000020E6100000C4491288AA7B52C0953BE807C9594440,0101000020110F00007A612C0936655FC1A7C81A1EF5F35241,P.S. 145 ANDREW JACKSON,100,NOLL STREET,100 NOLL STREET,BROOKLYN,11206,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,986,seats,BROOKLYN,3071915,3031530011,40.7014557329,-73.9322848427,1003025.70302,194842.962848,304,BK78,BK0401,34,042500,042500,3,32,83,doe_lcgms,a7eb158b3de3bfd8ca794b02052e1dc4
0101000020E6100000F12ECA602C7F52C0AB055DAB1E5E4440,0101000020110F0000A7CE591E2B6B5FC16812A688D0F85241,SUCCESS ACADEMY CHARTER SCHOOL - UNION SQUARE,40,IRVING PLACE,40 IRVING PLACE,NEW YORK,10003,K-8 SCHOOL - CHARTER,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Success Academy Charter School - Union Square,Non-public,Non-public,NYC Department of Education,NYCDOE,City,444,seats,MANHATTAN,1017828,1008720057,40.7353192172,-73.9870850667,987829.166215,207173.473929,106,MN21,MN0602,2,005000,005000,1,02,13,doe_lcgms,a83670361e5d809fc2e2a51b844e44eb
0101000020E6100000C102AD57908B52C0E12021715E4D4440,0101000020110F00009C79EF0437805FC15A982ED00EE65241,RICHMOND PREPARATORY CHARTER SCHOOL,1441,SOUTH AVENUE,1441 SOUTH AVENUE,STATEN ISLAND,10314,SECONDARY SCHOOL - CHARTER,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Richmond Preparatory Charter School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,seats,STATEN ISLAND,5170018,5021650120,40.6044528667,-74.1806864643,934077.339749,159546.61954,502,SI05,SI0204,50,029103,029105,5,31,121,doe_lcgms,a8c07a40bf7fed850aedd940bd9e8b52
0101000020E610000011B99A168B7852C0CA1253BC7C544440,0101000020110F00003F06DF19E85F5FC17F7F7F2A06EE5241,IMAGINE ME LEADERSHIP CHARTER SCHOOL,818,SCHENCK AVENUE,818 SCHENCK AVENUE,BROOKLYN,11207,K-8 SCHOOL - CHARTER,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Imagine Me Leadership Charter School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,seats,BROOKLYN,3097693,3043540026,40.6600648803,-73.8834906818,1016575.14235,179777.320442,305,BK82,BK0503,42,110400,110400,3,19,75,doe_lcgms,a8faaaf79c41bd03826d3d7aece0933f
0101000020E6100000D7212E9F5D8052C01F3AFCA2BD494440,0101000020110F00002476109B316D5FC17D62270700E25241,YESHIVA & MESIFTA VYOEL MOSHE-SEAGAT,3803,NAUTILUS AVENUE,3803 NAUTILUS AVENUE,BROOKLYN,11224,HIGH SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,United Talmudical Academy Of Boro Park,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3188639,3070020039,40.5761079809,-74.0057156611,982662.211594,149168.16738,313,BK21,BK1302,47,033600,033600,3,21,60,nysed_activeinstitutions,8a2d146b46821703413e9c37482895c3
0101000020E6100000D53C6646157852C0FEA0629242554440,0101000020110F00001F5DBAFB1F5F5FC1E53559ABE3EE5241,P.S. 202 ERNEST S. JENKYNS,982,HEGEMAN AVENUE,982 HEGEMAN AVENUE,BROOKLYN,11208,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,602,seats,BROOKLYN,3098664,3044770001,40.6661023621,-73.8762999271,1018567.08706,181979.677859,305,BK82,BK0503,42,111600,111600,3,19,75,doe_lcgms,8a521e8eb9783f7cdc565537f6cef5ec
0101000020E6100000E6F95C5EAA7252C0F31A770C0C574440,0101000020110F0000B01AE92EEC555FC1C6CD73F3E3F05241,SUNSHINE DEVEL - COMM EARLY CHILD,117-21,SUTPHIN BOULEVARD,117-21 SUTPHIN BOULEVARD,JAMAICA,11436,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Sunshine Developmental School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4264848,4122040001,40.6800634536,-73.7916498523,1042038.72312,187110.596657,412,QN76,QN1203,28,028800,028801,4,27,113,nysed_activeinstitutions,8a816d203da3c2b5bf79b93fa7aec1ef
0101000020E61000000DF1D806E27B52C03C20493976694440,0101000020110F000082DECF4C94655FC1C5BB592389055341,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,2589,7 AVENUE,2589 7 AVENUE,NEW YORK,10039,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,520,seats,MANHATTAN,1060198,1020160100,40.8239286842,-73.9356720113,1002053.759,239463.175392,110,MN03,MN1002,9,023600,023600,1,05,32,doe_lcgms,8abf728239aa787613f54c3de62a3661
0101000020E610000072DD7B4BEA7F52C059B6713FA1544440,0101000020110F0000725918B66D6C5FC1427D6D0B2FEE5241,DIST 15 Z076 PRESCHOOL SPECIAL ED,173,25 STREET,173 25 STREET,BROOKLYN,11232,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Nycdoe,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3009582,3006510047,40.6611791398,-73.9986766656,984617.148932,180161.78199,307,BK32,BK0702,38,010100,010100,3,15,72,nysed_activeinstitutions,8ac588456951d93ea3141996764cf94a
0101000020E610000067956E759C6F52C0A6B5977D22564440,0101000020110F00008892D607BC505FC132835366DEEF5241,LINDEN SDA ELEMENTARY SCHOOL,137-01,228 STREET,137-01 228 STREET,SPRINGFIELD GARDENS,11413,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Linden Seventh-Day Adventist Elementary School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4283002,4131690026,40.6729358271,-73.7439258451,1055283.17715,184548.898835,413,QN66,QN1305,31,064600,064600,4,29,105,nysed_activeinstitutions,8add82d73885b0b486b78fffb7571b55
0101000020E610000071AD01E3848252C06436F60E47504440,0101000020110F00001A9E15FCD9705FC197770AEB4FE95241,FORT HAMILTON HIGH SCHOOL,8301,SHORE ROAD,8301 SHORE ROAD,BROOKLYN,11209,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,2699,seats,BROOKLYN,3152318,3060130001,40.62717677,-74.0393622167,973323.690268,167776.242269,310,BK31,BK1001,43,004600,004600,3,20,68,doe_lcgms,8ae45e50e3333d6b6e9ed08951b10af5
0101000020E61000005C8FDF16DF7E52C0993A757B844F4440,0101000020110F00004509FBD5A76A5FC104400F3176E85241,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,5800,20 AVENUE,5800 20 AVENUE,BROOKLYN,11204,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,2705,seats,BROOKLYN,3131537,3055060006,40.621238777,-73.9823677294,989144.866494,165610.911711,312,BK88,BK1204,44,046800,046800,3,20,66,doe_lcgms,8ae526f983c4ca0cac818813ecafdd49
0101000020E61000006C5BFBED7A7352C00F2C0B1851564440,0101000020110F00004796F2714E575FC10A2B229612F05241,AL-IHSAN ACADEMY,134-02,ROCKAWAY BOULEVARD,134-02 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,11420,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Al-Ihsan Academy,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4255137,4117580043,40.6743580459,-73.8043794101,1038512.65664,185023.816773,410,QN55,QN1001,28,081400,081400,4,27,106,nysed_activeinstitutions,8afece1f9daefb6259af61a6feded45e
0101000020E6100000E2FAD3E3FC7A52C0FD4F3F07AD504440,0101000020110F00008F9690160F645FC150BE2407C2E95241,NYCDOE FLATLANDS PRESCHOOL SPEC ED,,,5619 FLATLANDS AVE,BROOKLYN,11234,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Nycdoe,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3215797,3077820034,40.6302886476,-73.9216865945,1005987.50909,168917.244278,318,BK58,BK1801,46,072800,072800,3,22,63,nysed_activeinstitutions,8b128a07b73aa2ce26ba8605e41de9a0
0101000020E61000005DA8CDA6607C52C0228735104E594440,0101000020110F0000573993626B665FC1E2B92F5D6BF35241,P.S. 059 THE DAWN BEST SCHOOL,211,THROOP AVENUE,211 THROOP AVENUE,BROOKLYN,11206,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,264,seats,BROOKLYN,3048546,3017490001,40.6977030593,-73.9434005722,999944.475824,193473.565603,303,BK35,BK0302,36,028502,028502,3,14,79,doe_lcgms,8b36f03e677ee805dbde91d6ef326564
0101000020E610000055A3FB8FC57B52C039E73770B2534440,0101000020110F00008BE456F363655FC1EC4449B023ED5241,BATTALION CHRISTIAN ACADEMY,661,LINDEN BOULEVARD,661 LINDEN BOULEVARD,BROOKLYN,11203,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Battalion Christian Academy,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3108481,3048670025,40.6538912538,-73.9339346762,1002581.31546,177513.512025,317,BK91,BK1703,41,087000,087000,3,18,67,nysed_activeinstitutions,8b440417abc32d9cdc3d4f922f96db12
0101000020E6100000C4B9468B207C52C05EB1928627554440,0101000020110F0000DAE3F17DFE655FC16BFEEF62C5EE5241,UNITED LUBAVITCHER YESHIVA,570,CROWN STREET,570 CROWN STREET,BROOKLYN,11213,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,United Lubavitcher Yeshiva,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3393264,3014170007,40.6652769766,-73.9394877552,1001037.62306,181660.534726,309,BK63,BK0901,35,033300,033300,3,17,71,nysed_activeinstitutions,8b77b2b46afcb97089b0d218d3b2b1bd
0101000020E61000002F3582C6B27F52C03EEF88B00C5E4440,0101000020110F0000E22CED670F6C5FC119199D61BCF85241,DIST 2 SC P.226M PRESCHOOL SPEC ED,12,WEST 12 STREET,12 WEST 12 STREET,NEW YORK,10011,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Nycdoe,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1083138,1005750048,40.7347705169,-73.9952880316,985555.857074,206973.336461,102,MN23,MN0202,3,006300,006300,1,02,6,nysed_activeinstitutions,8b9893b2117d35066fb15367c4cae7da
0101000020E6100000DC45106BD98652C0658EE0C0F5484440,0101000020110F00000FB0DCEF34785FC10F99B78820E15241,NEW DORP HIGH SCHOOL,465,NEW DORP LANE,465 NEW DORP LANE,STATEN ISLAND,10306,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,3321,seats,STATEN ISLAND,5055367,5039300010,40.5700080238,-74.1070216272,954517.100573,146963.913622,502,SI45,SI9592,50,011202,011204,5,31,122,doe_lcgms,8b9cdcf889480d1a43bcfc8aa73e324c
0101000020E6100000781CFEE6B47652C093EDE674206B4440,0101000020110F00009FC45E71C95C5FC19BD8499067075341,P.S. 106 PARKCHESTER,1514,OLMSTEAD AVENUE,1514 OLMSTEAD AVENUE,BRONX,10462,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,932,seats,BRONX,2041211,2039460007,40.8369362836,-73.8547928087,1024430.44997,244229.087999,209,BX46,BX0904,18,022200,022200,2,11,43,doe_lcgms,8bae0957cbaf11887c7db7f27352ba65
0101000020E610000010BEB634287C52C09E0BEACC63674440,0101000020110F0000DEDAA4810B665FC107A817E535035341,HARLEM RENAISSANCE HIGH SCHOOL,22,EAST 128 STREET,22 EAST 128 STREET,NEW YORK,10035,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,340,seats,MANHATTAN,1054159,1017520059,40.8077414454,-73.9399554074,1000872.30612,233564.742974,111,MN03,MN1102,9,020600,020600,1,05,25,doe_lcgms,8bb167148ac28f5c527139a673ae7760
0101000020E61000000FE8F93DEA7E52C06D40E5936F5B4440,0101000020110F00000904A9C7BA6A5FC1D4CE2F88CEF55241,P.S. 134 HENRIETTA SZOLD,293,EAST BROADWAY,293 EAST BROADWAY,NEW YORK,10002,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,410,seats,MANHATTAN,1003736,1002880015,40.7143508385,-73.9830484438,988949.329721,199534.235761,103,MN28,MN0302,1,000202,000202,1,01,7,doe_lcgms,8bda89b4c24b4de42f07eeb8f575d736
0101000020E6100000ACEE9FD0C87E52C0864009E952594440,0101000020110F0000CA3C2300826A5FC181492DCB70F35241,P.S. 287 BAILEY K. ASHFORD,50,NAVY STREET,50 NAVY STREET,BROOKLYN,11201,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,319,seats,BROOKLYN,3000203,3001110001,40.6978509765,-73.9810082107,989516.228759,193522.956757,302,BK38,BK0202,35,002300,002300,3,13,84,doe_lcgms,8c018fc679019dc6cf5d2cce7c4052f4
0101000020E6100000F5F22A0A4D7C52C04D204AFDBC564440,0101000020110F00000E3585124A665FC1E6D8B3698BF05241,ACHIEVEMENT FIRST BROOKLYN HS,1485,PACIFIC STREET,1485 PACIFIC STREET,BROOKLYN,11216,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3397030,3012030044,40.6776507515,-73.9422035574,1000281.21668,186168.143198,308,BK61,BK0802,36,031300,031300,3,17,77,nysed_activeinstitutions,8c274243f31d4502343eed5e7687869b
0101000020E61000009B2AB3B5407A52C055012EBBBD6D4440,0101000020110F00005DDCF571CF625FC1A60522FB560A5341,GED P2G-FUTURE NOW/PM - AHSEP,2155,UNIVERSITY AVENUE,2155 UNIVERSITY AVENUE,BRONX,10453,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS,GED AND ALTERNATIVE HIGH SCHOOL EQUIVALENCY,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BRONX,2100248,2032220062,40.8573609242,-73.9102009967,1009090.76466,251649.98658,205,BX36,BX0501,14,024900,024900,2,10,46,nysed_activeinstitutions,8c92af92b8d6ce93f3ffea59dc7ef4b7
0101000020E6100000AF53D157877E52C0DE0FC08A9C4F4440,0101000020110F00006D6238CA126A5FC1DF7BE71C91E85241,BARKAI YESHIVAH,5302,21 AVENUE,5302 21 AVENUE,BROOKLYN,11204,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Barkai Yeshivah,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3131092,3054951138,40.6219730216,-73.9770121165,990631.559406,165878.761106,312,BK88,BK1204,44,046400,046400,3,21,66,nysed_activeinstitutions,8cdb4b25dd65bb1966589b53fd284f0f
